index	g id	t id	f1	f2	f3	f4	f5	f6	f7	f8	f9	f10	f11	f12	f13	f14	f15	f16	f17	f18	f19	f20
1429	g47	t1430	0	2	0	4	0	0	4	3	0	0	2	0	3	0	0	3	0	0	0	5
1430	g47	t1431	0	5	5	0	0	2	0	0	4	2	0	0	2	4	5	0	0	3	0	0
1431	g47	t1432	0	1	0	0	0	2	0	0	4	5	5	6	0	2	5	5	1	2	1	0
1432	g47	t1433	0	3	0	6	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	3
1433	g47	t1434	0	0	0	0	5	5	3	3	0	7	5	0	3	0	6	0	0	3	5	0
1434	g47	t1435	0	5	3	4	1	5	5	3	8	7	2	0	4	4	0	0	3	0	0	5
1435	g47	t1436	1	0	3	0	5	2	4	3	4	2	2	0	4	1	0	0	3	4	3	4
1436	g47	t1437	4	3	0	6	4	0	0	0	0	3	0	6	1	0	5	4	3	3	0	0
1437	g47	t1438	0	0	1	0	4	3	3	1	3	0	0	0	4	0	2	6	0	0	2	0
1438	g47	t1439	0	4	2	1	6	8	1	0	0	0	0	0	2	0	5	0	2	0	0	3
1439	g47	t1440	2	2	0	3	0	2	0	1	0	0	0	4	3	0	0	4	3	0	4	1
1440	g47	t1441	1	0	0	5	3	0	0	0	0	0	1	0	0	0	0	0	3	0	3	6
1441	g48	t1442	1	1	0	3	0	0	2	3	3	4	2	0	4	0	1	0	3	0	0	3
1442	g48	t1443	5	1	0	6	2	0	0	0	3	0	5	4	5	2	4	3	0	0	1	4
1443	g48	t1444	0	0	3	0	0	5	0	0	3	3	2	2	0	0	2	1	0	3	2	2
1444	g48	t1445	0	3	0	1	2	4	0	1	3	6	6	3	0	1	2	5	0	0	0	0
1445	g48	t1446	0	3	0	3	0	0	1	0	0	0	0	4	0	0	3	0	0	0	8	0
1446	g48	t1447	2	0	0	3	3	0	4	0	5	5	0	1	0	3	3	6	0	0	3	2
1447	g48	t1448	0	0	0	0	0	0	0	5	2	0	0	0	1	2	0	0	0	1	0	5
1448	g48	t1449	0	0	3	0	0	0	0	3	5	0	0	0	4	3	2	3	0	0	3	0
1449	g48	t1450	0	0	0	0	1	0	0	0	0	0	0	3	3	0	5	3	2	0	0	0
1450	g48	t1451	4	0	5	0	7	0	0	4	3	0	3	0	3	5	5	5	0	1	0	0
1451	g48	t1452	0	1	2	5	1	4	5	0	0	3	0	0	0	0	4	0	0	0	2	2
1452	g48	t1453	3	0	0	3	2	0	0	1	1	1	0	0	2	4	0	0	0	1	0	0
1453	g48	t1454	4	0	0	0	3	5	0	2	0	4	5	0	0	4	0	0	4	0	0	3
1454	g48	t1455	3	2	0	0	7	0	0	0	1	4	0	0	0	0	0	0	0	0	0	4
1455	g49	t1456	0	0	5	3	0	3	3	5	2	0	7	0	0	0	0	0	1	0	6	2
1456	g49	t1457	0	0	0	0	4	0	0	5	1	1	0	4	7	2	3	3	0	6	0	2
1457	g49	t1458	0	0	0	0	0	0	0	4	0	2	0	3	3	0	0	4	2	2	0	0
1458	g49	t1459	2	2	0	0	2	5	0	0	0	0	4	4	0	0	0	1	0	0	0	7
1459	g49	t1460	0	7	4	0	3	3	0	0	4	0	0	0	0	0	0	0	2	2	0	0
1460	g49	t1461	4	0	5	0	0	0	0	0	2	0	3	0	0	1	0	7	0	0	0	8
1461	g49	t1462	0	6	0	1	0	0	4	0	5	2	0	0	0	0	0	0	0	0	0	0
1462	g49	t1463	0	4	0	4	4	0	0	2	0	0	1	3	3	8	6	1	0	1	0	0
1463	g5	t1464	0	0	2	0	2	2	0	4	3	0	2	0	0	0	2	0	0	3	3	0
1464	g5	t1465	0	2	1	0	0	6	1	0	0	1	4	4	2	0	0	2	0	0	0	4
1465	g5	t1466	0	0	4	0	0	0	8	0	0	9	2	0	3	2	0	0	0	3	0	2
1466	g5	t1467	3	3	3	0	0	0	0	0	0	0	0	0	1	0	4	7	0	0	2	0
1467	g5	t1468	5	0	4	7	0	0	3	3	4	0	0	3	1	5	0	4	0	3	2	4
1468	g5	t1469	1	0	3	2	0	0	0	2	0	3	2	0	0	0	3	0	1	3	7	4
1469	g5	t1470	3	0	2	0	2	0	0	1	0	0	0	0	3	0	2	3	2	3	0	0
1470	g5	t1471	0	0	0	0	0	0	3	0	0	0	0	0	7	0	0	0	3	6	0	1
1471	g5	t1472	3	6	3	2	0	0	1	2	1	2	0	0	0	0	0	0	0	0	1	0
1472	g5	t1473	3	0	0	4	0	0	0	2	2	0	1	0	3	0	3	0	3	0	0	2
1473	g50	t1474	2	0	6	0	0	0	0	7	4	0	4	0	4	0	0	5	0	0	1	0
1474	g50	t1475	6	0	0	0	6	0	0	4	2	0	6	0	0	6	4	2	0	2	0	2
1475	g50	t1476	6	0	2	0	0	0	2	0	0	2	2	0	0	2	2	3	0	0	4	0
1476	g50	t1477	1	0	2	4	1	0	0	1	2	0	0	0	3	5	0	0	6	4	0	0
1477	g50	t1478	3	0	1	4	0	0	2	3	5	4	3	4	2	2	1	8	0	4	0	0
1478	g50	t1479	0	0	0	3	0	5	4	0	7	0	3	1	2	0	0	8	0	9	5	0
1479	g50	t1480	0	0	0	3	0	0	0	0	0	0	0	2	5	5	0	0	0	10	0	3
1480	g50	t1481	0	3	2	0	0	0	0	2	0	3	1	0	5	0	2	1	0	0	3	1
1481	g50	t1482	0	6	0	0	1	0	0	1	4	0	3	0	0	2	0	7	0	2	0	0
1482	g50	t1483	0	2	2	0	0	0	2	3	0	0	0	3	0	0	3	1	0	1	1	0
1483	g50	t1484	0	6	0	4	0	0	5	0	5	2	0	2	4	0	0	0	3	3	0	0
1484	g50	t1485	2	2	8	2	1	0	0	0	3	1	0	0	3	0	0	4	0	4	0	3
1485	g51	t1486	5	2	0	0	0	2	0	0	3	3	0	3	0	2	1	4	2	4	0	4
1486	g51	t1487	2	5	1	3	0	0	0	0	1	1	0	0	1	6	4	5	0	3	1	0
1487	g51	t1488	1	0	0	0	0	2	0	0	0	2	0	0	2	2	0	0	0	2	0	5
1488	g51	t1489	0	3	4	5	7	0	0	2	0	3	0	0	5	0	3	0	0	3	2	0
1489	g51	t1490	1	0	5	1	3	0	0	1	0	0	0	0	0	3	1	0	0	0	0	3
1490	g51	t1491	3	4	4	3	0	6	3	0	0	3	0	5	0	2	0	3	0	3	2	0
1491	g51	t1492	2	0	2	0	3	2	0	4	4	2	0	0	2	7	3	4	0	0	1	3
1492	g51	t1493	0	4	4	0	0	5	7	5	0	2	0	3	0	0	0	0	0	4	0	4
1493	g51	t1494	3	0	0	0	0	1	0	0	4	0	2	6	0	3	6	0	0	0	0	0
1494	g52	t1495	0	0	0	3	0	2	0	3	0	2	0	0	2	1	0	0	0	0	0	0
1495	g52	t1496	2	0	0	4	5	0	0	3	0	3	2	0	3	2	2	0	0	2	0	0
1496	g52	t1497	3	0	6	1	0	0	0	0	1	0	6	0	2	5	7	2	0	0	5	2
1497	g52	t1498	0	0	4	4	0	0	0	0	0	4	0	1	0	6	0	0	0	0	4	3
1498	g52	t1499	0	5	0	0	0	0	3	0	3	0	2	5	0	0	0	0	4	4	3	2
1499	g52	t1500	0	5	0	3	0	0	0	2	3	0	0	0	3	0	2	1	0	0	0	1
1500	g52	t1501	0	3	3	0	0	1	1	5	4	3	4	0	2	0	0	0	2	5	0	0
1501	g52	t1502	0	4	0	4	0	0	4	2	0	0	0	3	0	1	1	0	0	2	3	0
1502	g52	t1503	3	2	0	2	8	6	3	0	0	4	0	0	2	2	0	0	0	1	2	4
1503	g52	t1504	0	0	0	0	5	0	0	2	5	0	0	2	5	0	6	2	0	0	2	0
1504	g53	t1505	0	0	0	0	0	0	1	0	0	0	5	0	0	1	0	1	0	4	0	0
1505	g53	t1506	0	0	4	3	1	5	0	0	0	5	0	0	0	4	0	0	6	3	5	5
1506	g53	t1507	4	3	0	2	0	0	0	0	0	2	0	6	2	0	0	2	8	3	2	0
1507	g53	t1508	0	2	1	5	5	6	5	0	2	1	3	0	0	5	0	4	4	0	0	0
1508	g53	t1509	0	0	0	0	0	6	2	0	0	0	0	4	0	3	3	0	0	2	1	1
1509	g53	t1510	3	1	5	3	0	4	0	1	0	2	1	4	0	3	2	0	0	0	0	2
1510	g53	t1511	0	2	0	2	0	2	3	0	1	0	6	1	6	4	0	0	3	1	1	0
1511	g53	t1512	0	0	0	0	0	0	0	1	0	3	0	4	1	2	2	4	5	3	0	3
1512	g53	t1513	0	2	0	1	3	3	0	1	0	4	1	2	4	0	0	0	4	4	1	4
1513	g53	t1514	0	0	0	0	2	1	2	0	0	3	0	0	0	0	2	7	0	4	0	0
1514	g53	t1515	1	2	2	0	3	0	1	4	0	4	3	0	2	0	2	2	0	0	0	0
1515	g53	t1516	0	3	0	0	3	0	4	0	1	3	0	3	0	4	0	5	0	0	0	1
1516	g53	t1517	0	3	4	4	0	0	4	0	0	4	0	1	0	2	0	0	0	0	4	2
1517	g54	t1518	0	4	0	1	0	0	0	1	0	1	2	0	4	4	3	0	1	0	0	2
1518	g54	t1519	4	3	0	1	1	3	0	0	2	2	4	2	5	0	0	0	0	3	0	4
1519	g54	t1520	0	2	3	3	2	3	0	1	0	0	0	4	0	6	0	3	0	0	0	0
1520	g54	t1521	4	1	0	0	1	1	2	0	0	4	0	3	0	0	6	5	3	3	0	2
1521	g54	t1522	0	2	0	0	3	4	0	2	1	0	2	6	0	1	0	1	5	0	0	5
1522	g54	t1523	0	1	0	0	0	0	1	3	3	0	2	5	0	3	0	1	0	2	0	0
1523	g54	t1524	0	0	0	0	4	4	0	0	4	3	5	4	0	4	1	0	0	2	2	0
1524	g54	t1525	4	0	0	3	0	0	4	3	3	2	0	0	7	4	0	4	3	4	0	4
1525	g54	t1526	3	0	3	0	0	2	0	2	0	0	3	0	2	3	0	4	5	1	0	0
1526	g54	t1527	5	0	0	0	3	0	0	0	3	2	5	0	5	0	0	0	4	0	2	0
1527	g54	t1528	1	2	0	0	5	6	0	0	0	0	0	0	0	0	0	3	0	0	0	1
1528	g54	t1529	0	0	7	0	0	3	4	0	0	1	5	1	0	1	5	1	0	2	1	0
1529	g54	t1530	0	1	0	5	3	2	0	4	4	4	0	0	3	0	4	4	3	3	0	0
1530	g54	t1531	0	0	4	1	3	2	0	0	0	2	2	5	7	2	0	8	2	2	2	1
1531	g54	t1532	5	8	0	0	5	4	0	3	1	1	0	0	3	0	0	5	2	2	4	0
1532	g54	t1533	0	0	0	4	0	3	0	3	3	0	1	5	0	1	0	0	0	0	6	0
1533	g54	t1534	0	3	0	0	1	4	0	1	2	2	5	0	0	0	0	0	0	0	0	2
1534	g55	t1535	1	0	0	0	4	2	0	0	0	3	5	3	0	0	0	6	1	4	0	3
1535	g55	t1536	0	0	0	0	0	0	0	2	0	5	0	0	4	2	2	5	0	1	0	0
1536	g55	t1537	2	2	2	0	0	0	0	0	6	6	0	0	0	1	0	0	0	0	1	0
1537	g55	t1538	0	8	0	0	3	3	3	1	1	5	0	0	3	0	4	0	2	0	0	3
1538	g55	t1539	4	4	4	0	0	2	0	0	0	2	0	4	3	7	2	0	1	0	1	2
1539	g55	t1540	3	2	0	0	1	0	5	5	0	4	1	0	0	0	2	6	0	3	3	0
1540	g55	t1541	0	0	0	0	0	0	4	1	0	1	2	0	1	2	1	7	0	0	0	3
1541	g56	t1542	2	2	0	0	0	4	1	4	0	3	0	0	3	3	0	5	0	3	0	0
1542	g56	t1543	2	5	0	4	0	5	0	2	0	0	0	0	0	1	2	0	2	2	0	9
1543	g56	t1544	0	2	2	2	0	0	0	2	0	0	3	4	3	2	0	2	3	1	4	0
1544	g56	t1545	2	0	0	0	0	3	4	0	4	4	1	2	2	0	0	1	0	3	0	2
1545	g56	t1546	0	9	0	0	3	1	2	0	0	0	0	0	2	0	3	0	0	0	0	0
1546	g56	t1547	2	4	2	0	0	6	3	2	0	4	2	0	0	1	1	2	0	1	0	0
1547	g56	t1548	0	0	0	0	0	5	1	0	0	7	0	0	0	4	0	0	0	0	0	0
1548	g56	t1549	4	5	0	0	3	2	8	1	0	2	0	4	2	0	4	5	3	2	2	2
1549	g56	t1550	0	4	1	0	2	0	0	3	4	0	0	2	0	7	0	4	6	2	0	3
1550	g56	t1551	4	2	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	4	5
1551	g57	t1552	2	0	4	0	6	2	2	0	3	3	5	0	0	0	0	0	2	1	0	3
1552	g57	t1553	0	0	3	0	2	0	0	0	0	0	0	3	0	4	4	0	0	3	0	4
1553	g57	t1554	2	3	0	0	6	1	4	0	0	3	2	6	2	0	4	0	0	0	3	0
1554	g57	t1555	1	0	0	1	0	0	0	0	0	0	0	3	3	4	6	3	2	0	0	0
1555	g57	t1556	4	2	0	0	0	0	0	0	2	3	0	0	5	0	0	3	0	0	2	5
1556	g57	t1557	1	0	3	0	1	0	5	3	0	2	0	3	2	0	0	0	1	0	0	2
1557	g57	t1558	0	2	0	4	2	0	1	0	0	1	0	0	0	0	0	0	2	0	1	6
1558	g57	t1559	1	0	6	4	0	3	0	0	0	0	3	5	3	0	3	2	0	0	0	0
1559	g57	t1560	0	0	6	0	1	0	4	0	0	0	6	2	0	0	2	0	2	0	0	0
1560	g57	t1561	0	0	2	0	0	5	2	0	0	0	0	6	0	5	0	0	0	8	0	0
1561	g58	t1562	2	3	0	0	2	0	0	0	0	2	0	2	2	0	0	0	0	2	0	0
1562	g58	t1563	2	0	1	0	1	0	0	0	0	5	1	0	4	2	0	0	4	0	0	0
1563	g58	t1564	2	0	1	0	7	0	2	3	0	4	0	2	0	4	0	2	8	3	0	0
1564	g58	t1565	5	2	1	0	1	4	2	0	0	0	0	0	2	0	0	3	1	1	2	1
1565	g58	t1566	0	0	0	5	4	0	0	0	0	7	0	0	0	0	0	1	0	0	0	2
1566	g58	t1567	0	2	2	2	3	3	3	0	2	0	3	0	0	0	0	0	0	0	0	3
1567	g58	t1568	0	1	5	6	0	4	3	2	0	2	2	6	0	0	0	0	4	1	3	1
1568	g58	t1569	0	0	0	1	2	1	2	4	4	0	0	0	4	3	3	1	4	0	7	1
1569	g58	t1570	1	7	4	0	4	5	0	0	2	0	2	0	0	3	0	2	2	0	0	4
1570	g58	t1571	2	4	0	0	6	0	0	5	4	5	0	5	5	0	0	2	0	0	0	3
1571	g58	t1572	4	0	4	0	0	5	0	0	0	0	6	2	3	0	0	4	6	0	0	0
1572	g58	t1573	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	6	4	3
1573	g58	t1574	0	0	8	5	0	3	0	0	0	7	6	1	1	0	7	2	6	1	5	0
1574	g58	t1575	6	0	1	0	4	0	2	0	3	1	0	3	0	0	3	0	0	0	0	3
1575	g59	t1576	0	0	0	0	5	3	0	0	2	0	2	3	0	0	3	0	2	4	2	0
1576	g59	t1577	4	4	5	1	3	2	0	0	0	4	0	2	2	0	7	0	5	0	1	0
1577	g59	t1578	2	4	5	0	1	0	0	0	2	0	2	0	4	0	0	3	0	0	0	3
1578	g59	t1579	3	0	3	0	0	0	6	2	0	0	2	0	1	2	0	5	0	0	0	0
1579	g59	t1580	0	4	1	0	5	4	2	0	0	5	6	0	3	0	0	2	3	3	0	0
1580	g59	t1581	0	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	2	1
1581	g59	t1582	0	3	3	1	0	3	4	0	3	0	2	0	2	3	2	0	0	0	0	0
1582	g59	t1583	0	0	0	2	2	2	3	5	0	0	0	0	3	3	0	0	5	0	4	2
1583	g6	t1584	3	0	2	4	0	4	0	0	1	1	4	3	2	2	0	0	1	2	2	0
1584	g6	t1585	2	0	3	0	1	0	4	0	4	1	0	3	5	2	4	7	3	1	2	6
1585	g6	t1586	1	0	3	0	0	5	0	0	0	0	0	0	0	1	0	2	0	0	0	0
1586	g6	t1587	0	3	0	0	0	0	0	1	0	5	2	0	3	5	0	1	4	0	0	4
1587	g6	t1588	0	4	2	0	1	0	0	0	3	0	0	0	4	0	0	5	2	4	0	0
1588	g6	t1589	0	1	0	2	0	3	0	4	0	2	4	0	0	0	5	3	4	0	0	2
1589	g6	t1590	0	0	0	0	2	5	1	0	3	5	3	0	0	1	5	6	0	2	0	0
1590	g6	t1591	0	0	0	5	0	3	1	2	4	3	0	0	3	0	0	3	0	0	0	3
1591	g6	t1592	0	4	0	4	4	5	0	2	0	0	0	3	0	0	0	0	4	1	0	1
1592	g60	t1593	6	0	0	3	1	5	0	2	6	0	0	3	4	4	0	0	0	0	0	8
1593	g60	t1594	0	0	0	3	2	2	0	0	3	3	0	0	2	1	0	6	0	0	3	0
1594	g60	t1595	2	0	2	0	0	1	0	1	4	0	1	4	0	0	1	0	4	0	1	0
1595	g60	t1596	2	4	0	6	0	0	0	0	1	0	0	2	3	1	3	2	3	0	0	0
1596	g60	t1597	0	0	2	0	2	2	0	1	0	1	3	0	5	4	0	0	2	0	0	3
1597	g60	t1598	0	1	0	2	2	1	0	5	0	1	0	4	0	0	0	0	0	0	4	4
1598	g60	t1599	0	0	4	0	5	1	0	3	0	0	1	0	0	2	0	8	0	1	3	5
1599	g60	t1600	0	0	1	2	4	4	0	2	0	0	0	0	0	0	0	5	0	3	1	3
1600	g61	t1601	2	0	0	4	0	0	4	0	2	2	0	0	1	2	2	7	4	0	0	0
1601	g61	t1602	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	1	2	5	2	4
1602	g61	t1603	3	7	0	4	5	3	2	3	0	4	2	0	0	0	3	1	0	0	5	0
1603	g61	t1604	1	0	0	2	1	3	0	0	0	0	5	4	0	5	0	2	2	0	0	5
1604	g61	t1605	4	2	0	0	0	3	0	6	0	0	0	0	1	0	2	1	3	5	0	0
1605	g61	t1606	0	4	4	3	4	4	2	4	0	3	0	1	0	3	0	3	2	0	2	2
1606	g61	t1607	0	2	2	4	3	6	4	0	5	3	3	0	0	0	0	0	0	1	5	0
1607	g61	t1608	0	0	0	5	3	0	0	0	0	3	1	0	0	2	0	0	5	0	6	0
1608	g61	t1609	0	0	2	0	3	0	2	0	0	0	2	2	0	5	0	3	0	2	3	0
1609	g61	t1610	2	4	0	0	0	0	5	0	3	3	0	1	2	0	2	2	1	3	0	0
1610	g62	t1611	1	0	0	5	3	3	7	0	1	0	0	1	0	0	2	4	0	0	0	6
1611	g62	t1612	2	0	0	0	1	0	0	0	0	4	5	0	2	0	1	0	0	3	0	3
1612	g62	t1613	0	6	0	5	0	0	0	0	0	4	0	0	0	2	0	0	4	0	9	0
1613	g62	t1614	3	0	1	5	0	5	0	1	5	0	3	0	0	0	0	2	1	0	0	5
1614	g62	t1615	0	0	0	2	0	4	0	2	0	0	2	4	0	1	5	0	0	0	0	2
1615	g62	t1616	3	0	3	3	4	3	5	2	2	3	0	1	0	4	0	4	0	0	7	0
1616	g62	t1617	4	0	7	0	3	3	3	0	0	2	1	0	1	0	0	0	0	0	4	0
1617	g62	t1618	0	0	0	0	5	0	0	0	3	0	2	2	6	0	4	7	0	1	0	0
1618	g62	t1619	7	0	3	1	0	0	2	4	2	4	0	4	0	2	3	0	4	4	0	3
1619	g63	t1620	0	4	0	3	4	3	6	0	1	0	0	0	0	5	6	3	3	3	0	7
1620	g63	t1621	0	3	0	4	5	0	6	0	3	0	2	2	3	2	1	0	3	0	4	1
1621	g63	t1622	4	0	0	4	0	3	0	0	2	0	0	0	0	1	0	0	0	6	1	4
1622	g63	t1623	0	0	0	0	0	0	0	0	0	2	1	0	5	0	3	1	1	4	0	6
1623	g63	t1624	0	1	0	0	4	0	5	4	2	4	0	5	3	2	0	0	0	0	0	2
1624	g63	t1625	3	0	2	0	0	2	6	0	0	1	5	4	4	0	0	2	0	2	0	2
1625	g63	t1626	3	0	1	1	0	0	3	0	3	0	0	0	2	0	3	5	5	0	3	4
1626	g63	t1627	4	1	2	0	0	0	1	1	0	2	0	1	0	0	1	1	0	0	0	3
1627	g63	t1628	0	1	0	0	0	0	0	7	0	0	2	0	0	0	3	1	0	3	0	3
1628	g63	t1629	0	9	2	0	0	6	5	4	0	2	0	0	0	3	0	0	0	4	0	2
1629	g64	t1630	0	3	0	0	3	0	6	1	5	6	5	1	2	0	0	1	0	5	0	0
1630	g64	t1631	0	0	1	6	0	0	0	0	0	1	6	0	4	0	1	0	1	0	4	0
1631	g64	t1632	6	0	0	0	0	3	6	0	0	4	0	6	3	2	0	0	0	0	4	0
1632	g64	t1633	0	0	0	0	0	5	3	0	0	0	5	0	0	0	4	0	0	2	0	0
1633	g64	t1634	0	0	0	3	0	4	0	0	0	0	3	5	6	0	2	4	3	1	0	2
1634	g64	t1635	0	2	0	0	0	1	0	0	4	0	0	2	0	2	0	2	5	0	2	1
1635	g64	t1636	4	0	5	0	3	0	7	0	0	2	0	0	1	3	0	0	3	0	0	0
1636	g64	t1637	3	5	0	5	5	4	3	0	1	2	0	5	1	2	6	2	4	4	2	2
1637	g65	t1638	5	0	4	4	3	0	0	3	6	0	1	0	2	2	0	0	0	0	7	3
1638	g65	t1639	0	0	9	0	0	0	0	0	2	0	5	0	0	0	0	2	4	5	0	0
1639	g65	t1640	2	0	4	1	3	5	4	0	0	3	2	0	0	0	2	0	0	2	2	0
1640	g65	t1641	2	1	0	0	0	1	0	2	5	1	3	0	3	0	3	2	3	3	0	0
1641	g65	t1642	0	8	0	1	0	0	0	4	2	0	0	0	3	0	2	0	4	0	0	4
1642	g65	t1643	1	0	0	1	0	0	2	0	0	3	2	0	0	0	0	3	0	0	2	0
1643	g65	t1644	4	4	5	0	0	0	0	0	6	0	2	0	5	0	2	5	3	4	0	2
1644	g65	t1645	0	5	2	0	3	0	0	0	4	0	0	4	4	3	2	0	2	0	8	0
1645	g65	t1646	5	4	0	0	5	0	3	0	0	0	2	4	2	0	1	3	0	5	3	3
1646	g65	t1647	0	5	0	0	0	0	0	0	4	0	0	3	4	0	0	0	0	0	0	0
1647	g65	t1648	1	4	4	0	5	0	2	0	0	0	0	2	0	0	3	0	0	0	0	0
1648	g66	t1649	4	0	0	0	0	0	0	5	0	4	0	0	0	0	6	6	0	4	0	0
1649	g66	t1650	0	3	0	0	0	0	5	5	3	3	0	3	2	2	0	4	0	6	0	4
1650	g66	t1651	5	0	2	1	0	3	0	8	4	0	5	3	2	3	0	3	0	0	2	6
1651	g66	t1652	3	0	0	0	2	4	4	0	0	1	0	0	1	2	1	0	3	4	3	3
1652	g66	t1653	0	0	4	1	0	0	0	0	1	5	2	2	3	0	0	6	4	0	0	0
1653	g66	t1654	0	0	0	0	2	0	0	0	0	0	0	0	3	5	3	0	4	8	0	0
1654	g66	t1655	4	0	3	0	5	1	2	3	3	5	0	0	0	0	0	0	5	6	0	0
1655	g66	t1656	2	0	0	2	0	0	0	0	1	0	0	6	3	3	0	0	9	0	0	4
1656	g66	t1657	0	0	0	0	4	4	6	0	3	5	0	5	0	0	0	0	0	0	0	5
1657	g66	t1658	0	0	1	0	0	4	3	0	0	0	0	0	0	2	2	6	0	0	0	0
1658	g67	t1659	0	0	0	0	4	0	1	0	7	4	3	2	0	0	3	0	0	3	0	0
1659	g67	t1660	0	0	0	0	0	4	2	4	0	0	1	0	3	5	0	0	0	2	0	0
1660	g67	t1661	3	2	0	2	3	0	0	0	2	4	3	0	2	1	2	3	0	0	3	0
1661	g67	t1662	0	0	0	3	0	0	6	1	4	0	0	2	0	0	5	0	5	4	5	3
1662	g67	t1663	0	0	0	3	4	0	6	0	4	3	1	2	2	0	0	0	4	2	1	3
1663	g67	t1664	0	3	3	2	5	1	0	3	4	0	0	0	2	3	1	3	0	3	2	2
1664	g67	t1665	0	4	2	1	5	1	0	0	0	5	0	3	0	3	0	2	0	0	1	2
1665	g67	t1666	3	0	2	5	3	6	3	0	0	0	3	3	0	0	0	0	3	0	3	5
1666	g67	t1667	0	0	0	7	0	4	1	0	0	0	0	0	1	0	0	13	4	2	2	3
1667	g67	t1668	3	4	0	0	0	2	0	0	2	4	0	0	3	0	0	0	0	5	3	0
1668	g68	t1669	0	2	0	0	0	4	0	0	0	0	3	0	2	5	1	0	0	0	0	0
1669	g68	t1670	0	0	2	0	6	0	0	0	3	4	6	0	0	5	1	0	4	1	2	0
1670	g68	t1671	3	0	1	0	3	1	0	4	0	0	0	0	0	2	0	0	0	0	1	0
1671	g68	t1672	3	4	0	6	3	0	2	4	0	6	0	4	2	2	1	0	0	2	5	1
1672	g68	t1673	1	0	2	0	0	0	5	0	4	0	2	0	3	4	0	0	0	0	0	0
1673	g69	t1674	0	1	0	1	3	1	1	6	3	0	0	0	0	0	2	6	4	1	0	0
1674	g69	t1675	5	5	0	3	0	0	5	0	0	0	0	2	0	3	2	0	0	0	0	2
1675	g69	t1676	5	3	4	0	2	3	0	0	7	5	0	0	1	0	0	1	3	5	3	3
1676	g69	t1677	2	0	0	0	6	3	0	0	5	0	0	0	2	0	0	0	5	0	5	7
1677	g69	t1678	3	2	0	0	0	0	0	0	0	0	0	0	1	2	3	5	4	0	0	0
1678	g69	t1679	1	0	2	2	0	2	0	0	3	3	1	3	2	0	3	0	4	1	7	4
1679	g69	t1680	0	0	1	3	0	0	4	0	0	4	3	4	0	0	4	3	0	4	0	7
1680	g69	t1681	0	4	0	4	6	3	0	0	2	5	0	6	6	4	0	0	0	0	0	2
1681	g69	t1682	1	0	0	2	2	1	4	0	3	0	0	7	0	0	3	2	0	0	2	6
1682	g69	t1683	4	4	0	1	6	0	3	0	0	0	2	0	0	0	4	4	0	0	2	0
1683	g69	t1684	0	1	0	1	2	3	0	6	0	0	2	2	0	0	3	0	2	0	0	2
1684	g69	t1685	0	2	5	0	0	5	3	0	0	0	1	0	0	0	0	0	2	0	0	2
1685	g69	t1686	0	1	0	5	0	4	2	1	1	0	0	0	0	0	0	5	0	1	5	0
1686	g7	t1687	2	0	0	0	5	7	0	3	0	6	2	0	0	0	3	0	0	0	0	3
1687	g7	t1688	0	2	0	2	7	3	4	0	1	0	0	0	0	1	3	4	0	0	1	2
1688	g7	t1689	0	3	0	1	0	0	0	0	4	0	0	0	0	0	0	0	3	2	4	0
1689	g7	t1690	0	4	0	0	2	0	0	2	6	5	0	0	4	3	3	0	0	2	0	6
1690	g7	t1691	7	6	0	0	0	2	1	0	0	5	0	1	0	6	3	6	0	3	0	0
1691	g70	t1692	0	8	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	5	0
1692	g70	t1693	7	1	2	0	0	0	5	6	0	0	0	5	2	3	0	6	0	0	7	0
1693	g70	t1694	1	0	0	0	0	3	5	1	0	4	0	1	1	3	0	0	0	0	0	0
1694	g70	t1695	2	0	0	0	0	0	0	3	0	0	0	0	2	0	4	2	0	0	4	2
1695	g70	t1696	0	3	3	3	0	6	0	0	5	0	6	2	2	0	4	0	3	0	0	4
1696	g70	t1697	0	0	2	0	1	4	0	2	1	6	0	3	1	3	3	0	0	1	2	3
1697	g70	t1698	4	1	4	6	0	0	0	0	3	0	1	4	0	3	3	0	0	2	0	2
1698	g70	t1699	0	2	1	0	1	3	3	0	2	3	0	4	0	3	0	0	0	2	4	0
1699	g71	t1700	1	5	0	4	0	0	4	3	2	4	0	3	6	0	4	0	0	0	0	1
1700	g71	t1701	3	0	0	0	0	0	0	7	0	2	0	0	0	0	3	5	3	4	0	5
1701	g71	t1702	3	3	3	2	0	1	0	0	0	7	1	2	0	2	0	2	4	0	0	2
1702	g71	t1703	0	3	0	5	4	0	0	0	2	3	4	3	4	4	0	5	0	0	1	6
1703	g71	t1704	0	0	0	0	0	5	0	0	0	0	4	0	0	2	1	0	0	1	1	6
1704	g71	t1705	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	4	0
1705	g71	t1706	0	3	0	0	1	1	0	0	1	6	0	0	5	3	0	0	4	5	0	0
1706	g71	t1707	0	4	2	4	4	0	0	1	2	0	0	1	5	0	0	0	0	5	5	2
